N,D,step,val_prose,val_academic,val_dialogue,val_symbolic,val_internet,r_academic,r_prose,r_dialogue,r_symbolic,r_internet,loss
410000000,30000000000,10000,0,0,0,0,1,0.5,0,0.0625,0.25,0.1875,3.4309107200386597
410000000,30000000000,14000,0,0,1,0,0,0,0.09375,0.09375,0.0625,0.75,2.7705310639880953
410000000,30000000000,20000,1,0,0,0,0,0,0,0,0.25,0.75,3.2660047743055554
410000000,30000000000,30000,1,0,0,0,0,0.5,0.1875,0.09375,0.125,0.09375,3.1177300347222223
410000000,30000000000,20000,0,1,0,0,0,0,0,0,0.25,0.75,3.002956081081081
410000000,30000000000,16000,0,0,0,1,0,0,0.1875,0,0.0625,0.75,1.5722394670758928
410000000,30000000000,10000,0,0,0,0,1,0.125,0.09375,0.03125,0,0.75,3.119276538337629
410000000,30000000000,9000,0,1,0,0,0,0.0625,0.1875,0,0,0.75,3.9891826923076925
410000000,30000000000,27000,0,0,1,0,0,0.5,0.1875,0.0625,0.0625,0.1875,2.526274181547619
410000000,30000000000,12000,1,0,0,0,0,0.5,0,0.0625,0.25,0.1875,3.6645954411204267
410000000,30000000000,20000,0,1,0,0,0,0.125,0.1875,0.0625,0.25,0.375,2.794605152027027
410000000,30000000000,24000,1,0,0,0,0,0.0625,0,0.0625,0.125,0.75,3.1930338541666665
410000000,30000000000,30000,0,0,1,0,0,0.0625,0.09375,0.09375,0,0.75,2.269926525297619
410000000,30000000000,12000,1,0,0,0,0,0,0.1875,0.0625,0,0.75,3.2620985243055554
410000000,30000000000,30000,1,0,0,0,0,0.5,0,0.0625,0.25,0.1875,3.3587782118055554
410000000,30000000000,16000,0,0,0,1,0,0.5,0.1875,0.0625,0.25,0,1.3381950594635628
410000000,30000000000,10000,0,1,0,0,0,0.0625,0,0.0625,0.125,0.75,2.392470851089015
410000000,30000000000,18000,0,0,1,0,0,0.5,0,0.0625,0.0625,0.375,2.583193824404762
410000000,30000000000,22000,1,0,0,0,0,0.125,0,0.0625,0.0625,0.75,3.260023163586128
410000000,30000000000,10000,0,0,1,0,0,0.5,0,0,0.125,0.375,3.7911551339285716
410000000,30000000000,14000,0,1,0,0,0,0,0.1875,0,0.0625,0.75,3.6521484375
410000000,30000000000,24000,0,1,0,0,0,0.5,0,0.0625,0.25,0.1875,2.711819556451613
410000000,30000000000,10000,0,1,0,0,0,0.125,0.09375,0.03125,0,0.75,3.453125
410000000,30000000000,12000,0,1,0,0,0,0.25,0,0,0,0.75,3.0298639112903225
410000000,30000000000,22000,0,0,0,0,1,0,0.1875,0.0625,0,0.75,2.8351018846649483
410000000,30000000000,27000,0,1,0,0,0,0.25,0.09375,0.03125,0.25,0.375,3.4345703125
410000000,30000000000,22000,1,0,0,0,0,0.5,0.09375,0.03125,0,0.375,3.3091227213541665
410000000,30000000000,18000,1,0,0,0,0,0.25,0.1875,0.0625,0.125,0.375,3.225422184641768
410000000,30000000000,22000,0,0,1,0,0,0,0.1875,0.0625,0,0.75,2.7890625
410000000,30000000000,14000,0,0,1,0,0,0.5,0.1875,0.0625,0.25,0,3.216796875
410000000,30000000000,22000,0,0,1,0,0,0.5,0,0,0.125,0.375,2.7328466796875
410000000,30000000000,27000,0,1,0,0,0,0.5,0.09375,0.03125,0,0.375,1.877040978633996
410000000,30000000000,20000,0,0,1,0,0,0.25,0,0,0,0.75,3.10546875
410000000,30000000000,27000,1,0,0,0,0,0.5,0,0,0.125,0.375,3.3172743055555554
410000000,30000000000,30000,0,0,0,0,1,0.5,0.09375,0.09375,0.125,0.1875,3.2078499002659573
410000000,30000000000,9000,0,0,1,0,0,0.125,0,0.0625,0.0625,0.75,3.1324869791666665
410000000,30000000000,30000,0,1,0,0,0,0.25,0.09375,0.03125,0.25,0.375,2.569685652449324
410000000,30000000000,27000,0,1,0,0,0,0.5,0,0.0625,0.0625,0.375,2.6673072076612905
410000000,30000000000,14000,1,0,0,0,0,0.5,0,0,0.125,0.375,3.7049357096354165
410000000,30000000000,20000,0,0,0,0,1,0.25,0.09375,0.03125,0.25,0.375,3.302505230727887
410000000,30000000000,12000,0,1,0,0,0,0.25,0.1875,0.0625,0.125,0.375,3.6944110576923075
410000000,30000000000,18000,0,0,1,0,0,0.5,0.1875,0,0.125,0.1875,3.5324590773809526
410000000,30000000000,27000,0,1,0,0,0,0.5,0,0,0.125,0.375,2.500270534206081
410000000,30000000000,12000,0,0,0,1,0,0,0.09375,0.09375,0.0625,0.75,1.6152518136160714
410000000,30000000000,22000,1,0,0,0,0,0,0.1875,0,0.0625,0.75,3.19873046875
410000000,30000000000,30000,0,1,0,0,0,0,0,0,0.25,0.75,2.894333298141892
410000000,30000000000,30000,0,0,1,0,0,0.5,0.09375,0.0625,0.25,0.09375,2.314873046875
410000000,30000000000,24000,0,1,0,0,0,0.125,0,0,0.125,0.75,2.917543472782258
410000000,30000000000,30000,1,0,0,0,0,0,0.09375,0.09375,0.0625,0.75,3.0837432116996952
410000000,30000000000,30000,0,0,0,0,1,0.0625,0.09375,0.03125,0.0625,0.75,3.0829334305896805
410000000,30000000000,27000,0,0,0,0,1,0,0.09375,0.09375,0.0625,0.75,2.1721993826486012
410000000,30000000000,16000,0,1,0,0,0,0.0625,0.09375,0.09375,0,0.75,2.876174514358108
410000000,30000000000,18000,0,0,0,1,0,0.5,0.1875,0,0.125,0.1875,1.5048740931919642
410000000,30000000000,12000,0,0,1,0,0,0.5,0.09375,0.09375,0.125,0.1875,3.055568788109756
410000000,30000000000,24000,0,0,1,0,0,0.0625,0,0.0625,0.125,0.75,2.558500744047619
410000000,30000000000,22000,0,0,0,1,0,0,0.09375,0.09375,0.0625,0.75,1.4196302900430162
410000000,30000000000,30000,0,0,1,0,0,0.25,0,0,0,0.75,2.6036474609375
410000000,30000000000,27000,0,0,0,0,1,0.5,0.1875,0,0.125,0.1875,3.2744971742021276
410000000,30000000000,24000,0,1,0,0,0,0.5,0.09375,0.03125,0,0.375,2.9240234375
410000000,30000000000,14000,0,0,0,1,0,0.5,0,0.0625,0.25,0.1875,1.3414884868421053
410000000,30000000000,22000,0,0,1,0,0,0.25,0.1875,0.0625,0.125,0.375,2.484072730654762
410000000,30000000000,20000,0,0,0,0,1,0.25,0.09375,0.03125,0.25,0.375,3.2358169880319148
410000000,30000000000,27000,0,0,0,0,1,0,0.1875,0.0625,0,0.75,2.7817735180412373
410000000,30000000000,9000,0,1,0,0,0,0.5,0.1875,0.0625,0.25,0,2.90454761402027
410000000,30000000000,12000,0,1,0,0,0,0.0625,0.09375,0.09375,0,0.75,2.346370812618371
410000000,30000000000,24000,0,1,0,0,0,0,0.1875,0,0.0625,0.75,3.5282451923076925
410000000,30000000000,14000,0,0,0,1,0,0.125,0,0.0625,0.0625,0.75,1.5131292304529351
410000000,30000000000,30000,0,1,0,0,0,0,0.09375,0.09375,0.0625,0.75,2.9012880067567566
410000000,30000000000,27000,0,0,1,0,0,0.125,0.09375,0.03125,0,0.75,2.598911830357143
410000000,30000000000,12000,0,0,1,0,0,0.0625,0,0.0625,0.125,0.75,3.0161830357142856
410000000,30000000000,16000,0,0,1,0,0,0.5,0.1875,0.0625,0.0625,0.1875,2.8897646949404763
410000000,30000000000,10000,0,1,0,0,0,0.25,0.09375,0.03125,0.25,0.375,2.5489479347511574
410000000,30000000000,12000,0,0,1,0,0,0,0.09375,0.09375,0.0625,0.75,2.9934895833333335
410000000,30000000000,24000,0,1,0,0,0,0.5,0,0.0625,0.25,0.1875,3.5018028846153846
410000000,30000000000,9000,0,0,0,0,1,0.5,0,0.0625,0.25,0.1875,3.810243517287234
410000000,30000000000,22000,0,0,0,0,1,0.0625,0,0.0625,0.125,0.75,2.840055170747423
410000000,30000000000,24000,0,1,0,0,0,0,0.09375,0.03125,0.125,0.75,2.9067209663120566
410000000,30000000000,9000,0,1,0,0,0,0.125,0,0,0.125,0.75,2.793467420212766
410000000,30000000000,27000,0,1,0,0,0,0,0.1875,0,0.0625,0.75,2.561179421164773
410000000,30000000000,20000,0,0,1,0,0,0.5,0.09375,0.03125,0,0.375,2.9251302083333335
410000000,30000000000,18000,0,0,1,0,0,0.5,0,0.0625,0.0625,0.375,2.9896389100609757
410000000,30000000000,14000,0,1,0,0,0,0.5,0.1875,0.09375,0.125,0.09375,2.0388479521780303
410000000,30000000000,16000,0,0,1,0,0,0.5,0.1875,0.0625,0.25,0,3.1432291666666665
410000000,30000000000,16000,1,0,0,0,0,0.5,0.1875,0.0625,0.25,0,3.337673611111111
410000000,30000000000,16000,0,0,1,0,0,0.5,0.1875,0.09375,0.125,0.09375,2.5959356398809526
410000000,30000000000,20000,1,0,0,0,0,0,0.1875,0.0625,0,0.75,3.2233072916666665
410000000,30000000000,30000,0,0,1,0,0,0.25,0.1875,0.0625,0.125,0.375,2.27694091796875
410000000,30000000000,24000,0,0,1,0,0,0.125,0.09375,0.03125,0,0.75,2.779110863095238
410000000,30000000000,18000,0,0,1,0,0,0.0625,0.1875,0,0,0.75,3.3829152960526314
410000000,30000000000,18000,0,1,0,0,0,0.25,0,0,0,0.75,3.0962890625
410000000,30000000000,27000,0,0,0,0,1,0.5,0,0,0.125,0.375,2.905650974548969
410000000,30000000000,10000,0,1,0,0,0,0.5,0.1875,0.0625,0.25,0,2.5826268838652484
410000000,30000000000,20000,1,0,0,0,0,0.25,0.09375,0.03125,0.25,0.375,3.216037326388889
410000000,30000000000,12000,0,1,0,0,0,0.25,0,0,0,0.75,3.733097956730769
410000000,30000000000,10000,0,0,0,0,1,0.125,0,0,0.125,0.75,3.4586592540694103
410000000,30000000000,24000,0,0,0,1,0,0.5,0,0.0625,0.0625,0.375,1.3951470378922064
410000000,30000000000,24000,0,0,1,0,0,0.5,0.1875,0,0.125,0.1875,3.469263980263158
410000000,30000000000,27000,0,1,0,0,0,0.0625,0.1875,0,0,0.75,2.4083666389371143
410000000,30000000000,20000,0,0,1,0,0,0.5,0.09375,0.03125,0,0.375,2.5162158203125
410000000,30000000000,30000,1,0,0,0,0,0.125,0.09375,0.03125,0,0.75,3.072542516196646
410000000,30000000000,16000,0,1,0,0,0,0.125,0.1875,0.0625,0.25,0.375,3.1292842741935485
410000000,30000000000,30000,0,1,0,0,0,0.5,0.1875,0.0625,0.0625,0.1875,2.490405933277027
410000000,30000000000,10000,0,1,0,0,0,0.25,0.1875,0.0625,0.125,0.375,3.76171875
410000000,30000000000,10000,0,1,0,0,0,0.0625,0.09375,0.03125,0.0625,0.75,3.5521484375
410000000,30000000000,18000,0,0,0,0,1,0.125,0.1875,0.0625,0.25,0.375,3.051380275451031
410000000,30000000000,12000,0,0,0,0,1,0.5,0.1875,0,0.125,0.1875,2.571186625874126
410000000,30000000000,12000,0,1,0,0,0,0.0625,0.1875,0,0,0.75,3.313208795362903
410000000,30000000000,22000,0,0,1,0,0,0.125,0,0.0625,0.0625,0.75,2.3689111328125
410000000,30000000000,9000,0,1,0,0,0,0.5,0.1875,0.0625,0.25,0,2.503808292341821
410000000,30000000000,20000,0,0,0,0,1,0.125,0,0,0.125,0.75,3.116273271276596
410000000,30000000000,9000,1,0,0,0,0,0.5,0.1875,0.0625,0.25,0,3.6237882288490852
410000000,30000000000,22000,0,1,0,0,0,0.5,0.1875,0.09375,0.125,0.09375,2.285495622783688
410000000,30000000000,18000,0,0,0,0,1,0.5,0.1875,0,0.125,0.1875,3.4324252341830466
410000000,30000000000,27000,0,0,0,1,0,0.5,0.09375,0.0625,0.25,0.09375,1.2108920325151822
410000000,30000000000,12000,0,0,0,0,1,0.5,0.1875,0,0.125,0.1875,3.3107935325386597
410000000,30000000000,16000,0,0,0,0,1,0.25,0,0,0,0.75,2.3015187937062938
410000000,30000000000,27000,1,0,0,0,0,0.0625,0.1875,0,0,0.75,3.065106647770579
410000000,30000000000,10000,1,0,0,0,0,0.0625,0.09375,0.09375,0,0.75,3.3374565972222223
410000000,30000000000,10000,1,0,0,0,0,0.5,0.1875,0.0625,0.0625,0.1875,3.469332066977896
410000000,30000000000,9000,0,0,1,0,0,0.125,0.1875,0.0625,0.25,0.375,3.4846319901315788
410000000,30000000000,16000,0,0,0,0,1,0.5,0.09375,0.09375,0.125,0.1875,3.463117369855651
410000000,30000000000,18000,0,1,0,0,0,0.5,0.09375,0.0625,0.25,0.09375,2.2602117091049383
410000000,30000000000,16000,1,0,0,0,0,0,0.1875,0.0625,0,0.75,3.2943522135416665
410000000,30000000000,10000,1,0,0,0,0,0,0.1875,0.0625,0,0.75,3.2985026041666665
410000000,30000000000,20000,0,0,1,0,0,0,0.1875,0,0.0625,0.75,3.3360402960526314
410000000,30000000000,10000,0,0,0,0,1,0,0.09375,0.03125,0.125,0.75,3.370649102393617
410000000,30000000000,22000,0,0,0,1,0,0.125,0.1875,0.0625,0.25,0.375,1.4342738560267858
410000000,30000000000,10000,0,1,0,0,0,0.0625,0,0.0625,0.125,0.75,3.5615234375
410000000,30000000000,14000,0,0,0,0,1,0,0,0,0.25,0.75,3.323440139358108
410000000,30000000000,27000,1,0,0,0,0,0,0,0,0.25,0.75,3.3942464192708335
410000000,30000000000,30000,0,0,0,0,1,0.5,0.1875,0.0625,0.0625,0.1875,2.2962535511363638
410000000,30000000000,10000,0,1,0,0,0,0.125,0.1875,0.0625,0.25,0.375,2.8617298315602837
410000000,30000000000,10000,0,1,0,0,0,0.5,0,0.0625,0.25,0.1875,2.5520694813829787
410000000,30000000000,12000,0,1,0,0,0,0.0625,0,0.0625,0.125,0.75,3.314516129032258
410000000,30000000000,16000,0,0,0,0,1,0,0.09375,0.09375,0.0625,0.75,3.181087932180851
410000000,30000000000,30000,0,1,0,0,0,0.5,0,0,0.125,0.375,2.633458291330645
410000000,30000000000,22000,1,0,0,0,0,0.5,0,0,0.125,0.375,3.365017361111111
410000000,30000000000,18000,0,0,1,0,0,0.0625,0.09375,0.09375,0,0.75,2.888576600609756
410000000,30000000000,20000,0,1,0,0,0,0.25,0.09375,0.03125,0.25,0.375,2.6787505278716215
410000000,30000000000,22000,0,0,0,1,0,0.0625,0.1875,0,0,0.75,2.4020298549107144
410000000,30000000000,12000,0,0,0,0,1,0.25,0.1875,0.0625,0.125,0.375,2.4873661494755246
410000000,30000000000,24000,0,0,0,0,1,0,0.09375,0.03125,0.125,0.75,3.1467903005988944
410000000,30000000000,16000,1,0,0,0,0,0.5,0.1875,0.0625,0.0625,0.1875,3.2605794270833335
410000000,30000000000,16000,0,1,0,0,0,0.125,0.09375,0.03125,0,0.75,2.7997914907094597
410000000,30000000000,14000,0,0,0,1,0,0,0.09375,0.09375,0.0625,0.75,1.5341273010501013
410000000,30000000000,16000,0,0,0,0,1,0,0.1875,0.0625,0,0.75,2.9416428398840204
410000000,30000000000,14000,0,1,0,0,0,0.0625,0.09375,0.09375,0,0.75,3.2429908014112905
410000000,30000000000,20000,0,1,0,0,0,0.5,0.09375,0.09375,0.125,0.1875,1.9377145478219697
410000000,30000000000,18000,0,0,1,0,0,0.125,0.09375,0.03125,0,0.75,2.9794921875
410000000,30000000000,20000,0,0,1,0,0,0.5,0.1875,0.0625,0.25,0,2.6714099702380953
410000000,30000000000,14000,0,1,0,0,0,0.125,0.09375,0.03125,0,0.75,2.8517472550675675
410000000,30000000000,20000,0,0,0,0,1,0.5,0.1875,0.0625,0.0625,0.1875,3.38390183507371
410000000,30000000000,27000,0,1,0,0,0,0.5,0,0.0625,0.0625,0.375,2.200929465868794
410000000,30000000000,20000,0,0,1,0,0,0.5,0.1875,0.0625,0.0625,0.1875,2.4760009765625
410000000,30000000000,10000,0,0,1,0,0,0.25,0,0,0,0.75,3.8017578125
410000000,30000000000,30000,0,0,0,0,1,0.5,0,0.0625,0.25,0.1875,3.2417137632978723
410000000,30000000000,22000,0,0,1,0,0,0.0625,0.09375,0.09375,0,0.75,2.5663597470238093
410000000,30000000000,20000,0,0,1,0,0,0.5,0.09375,0.0625,0.25,0.09375,2.4794921875
410000000,30000000000,27000,1,0,0,0,0,0.125,0,0.0625,0.0625,0.75,3.3752237955729165
410000000,30000000000,16000,0,0,1,0,0,0,0.1875,0,0.0625,0.75,2.72318359375
410000000,30000000000,12000,0,1,0,0,0,0.5,0.1875,0,0.125,0.1875,2.5090106937056738
410000000,30000000000,30000,0,1,0,0,0,0.5,0.1875,0,0.125,0.1875,2.181294326241135
410000000,30000000000,30000,0,1,0,0,0,0.125,0.1875,0.0625,0.25,0.375,2.0413929332386362
410000000,30000000000,18000,0,0,1,0,0,0.125,0,0,0.125,0.75,2.7329248046875
410000000,30000000000,18000,0,1,0,0,0,0.5,0,0.0625,0.0625,0.375,2.238271454234182
410000000,30000000000,9000,0,0,1,0,0,0.5,0,0,0.125,0.375,3.911039806547619
410000000,30000000000,27000,0,1,0,0,0,0,0.1875,0.0625,0,0.75,2.5828080610795454
410000000,30000000000,20000,0,0,1,0,0,0.0625,0.09375,0.09375,0,0.75,2.5374348958333335
410000000,30000000000,12000,0,1,0,0,0,0.125,0.09375,0.03125,0,0.75,2.5442964530285495
410000000,30000000000,16000,0,0,1,0,0,0.5,0.09375,0.09375,0.125,0.1875,2.9114583333333335
410000000,30000000000,20000,0,0,1,0,0,0.5,0.1875,0,0.125,0.1875,3.2223307291666665
410000000,30000000000,22000,0,0,0,0,1,0,0.09375,0.03125,0.125,0.75,3.083041057180851
410000000,30000000000,18000,0,1,0,0,0,0.125,0.09375,0.03125,0,0.75,2.166485410748106
410000000,30000000000,16000,1,0,0,0,0,0.5,0,0.0625,0.25,0.1875,3.5592041015625
410000000,30000000000,27000,0,0,1,0,0,0.5,0.09375,0.03125,0,0.375,2.9214939024390243
410000000,30000000000,16000,1,0,0,0,0,0,0.09375,0.03125,0.125,0.75,3.3608194986979165
410000000,30000000000,16000,0,0,0,1,0,0.0625,0,0.0625,0.125,0.75,1.5104806082589286
410000000,30000000000,12000,0,0,1,0,0,0.0625,0.09375,0.03125,0.0625,0.75,3.0899832589285716
410000000,30000000000,16000,0,0,0,0,1,0.125,0.1875,0.0625,0.25,0.375,3.328827293882979
410000000,30000000000,12000,0,0,1,0,0,0.5,0.1875,0.09375,0.125,0.09375,3.451223273026316
410000000,30000000000,12000,0,0,0,0,1,0,0.1875,0.0625,0,0.75,3.074727166559278
410000000,30000000000,14000,1,0,0,0,0,0.5,0.09375,0.03125,0,0.375,3.328830295138889
410000000,30000000000,24000,0,0,1,0,0,0.0625,0.1875,0,0,0.75,3.476376488095238
410000000,30000000000,20000,0,1,0,0,0,0,0,0,0.25,0.75,3.0278214819637346
410000000,30000000000,9000,0,1,0,0,0,0,0,0,0.25,0.75,2.8583965879498106
410000000,30000000000,22000,0,1,0,0,0,0.0625,0,0.0625,0.125,0.75,3.050655241935484
410000000,30000000000,10000,0,0,1,0,0,0.25,0,0,0,0.75,3.647553943452381
410000000,30000000000,9000,0,0,0,0,1,0,0.09375,0.03125,0.125,0.75,3.1722374355670104
410000000,30000000000,24000,0,1,0,0,0,0.5,0.1875,0.09375,0.125,0.09375,1.9115646824692234
410000000,30000000000,12000,0,1,0,0,0,0,0.1875,0,0.0625,0.75,3.2738579644097223
410000000,30000000000,12000,1,0,0,0,0,0,0,0,0.25,0.75,3.6480509440104165
410000000,30000000000,18000,0,0,0,0,1,0,0.1875,0.0625,0,0.75,2.3105024857954546
410000000,30000000000,20000,0,0,1,0,0,0.0625,0.1875,0,0,0.75,3.457728794642857
410000000,30000000000,9000,0,0,0,1,0,0.5,0.1875,0.0625,0.25,0,1.5546875
410000000,30000000000,22000,0,0,0,1,0,0.0625,0.09375,0.09375,0,0.75,1.7176963404605263
410000000,30000000000,10000,0,0,1,0,0,0,0.1875,0.0625,0,0.75,2.5674525669642856
410000000,30000000000,10000,0,1,0,0,0,0.125,0.09375,0.03125,0,0.75,2.7919367796985815
410000000,30000000000,27000,0,1,0,0,0,0.5,0.09375,0.03125,0,0.375,2.1916590480939715
410000000,30000000000,30000,1,0,0,0,0,0.25,0.09375,0.03125,0.25,0.375,3.2363688151041665
410000000,30000000000,24000,1,0,0,0,0,0,0.09375,0.09375,0.0625,0.75,3.1378188714748476
410000000,30000000000,27000,0,0,0,0,1,0,0.1875,0.0625,0,0.75,2.203422066215035
410000000,30000000000,12000,0,0,0,0,1,0.0625,0,0.0625,0.125,0.75,2.369085992132867
410000000,30000000000,9000,1,0,0,0,0,0.25,0.09375,0.03125,0.25,0.375,3.66754150390625
410000000,30000000000,22000,0,0,0,0,1,0.5,0.09375,0.03125,0,0.375,3.195956615691489
410000000,30000000000,27000,0,0,0,1,0,0.5,0.09375,0.09375,0.125,0.1875,1.4544241768973214
410000000,30000000000,18000,0,0,1,0,0,0.25,0,0,0,0.75,2.7374560546875
410000000,30000000000,24000,0,0,0,0,1,0,0.09375,0.09375,0.0625,0.75,3.150847713835995
410000000,30000000000,9000,0,0,0,0,1,0.5,0.1875,0.0625,0.0625,0.1875,2.725606424825175
410000000,30000000000,27000,1,0,0,0,0,0.25,0,0,0,0.75,3.2121418278391767
410000000,30000000000,24000,0,0,1,0,0,0.0625,0.09375,0.03125,0.0625,0.75,2.564174107142857
410000000,30000000000,30000,0,0,1,0,0,0.5,0.09375,0.0625,0.25,0.09375,2.5249720982142856
410000000,30000000000,30000,1,0,0,0,0,0.125,0,0.0625,0.0625,0.75,3.3576253255208335
410000000,30000000000,20000,0,0,1,0,0,0.5,0.09375,0.09375,0.125,0.1875,2.676478794642857
410000000,30000000000,30000,0,1,0,0,0,0.5,0.1875,0,0.125,0.1875,1.8622196081912878
410000000,30000000000,18000,0,0,0,1,0,0.5,0.1875,0,0.125,0.1875,1.403537765688259
410000000,30000000000,9000,0,0,0,0,1,0.125,0.1875,0.0625,0.25,0.375,3.6167664024109336
410000000,30000000000,20000,0,1,0,0,0,0.5,0,0,0.125,0.375,3.584735576923077
410000000,30000000000,16000,0,1,0,0,0,0.5,0.1875,0,0.125,0.1875,2.8408203125
410000000,30000000000,30000,0,0,1,0,0,0.25,0,0,0,0.75,3.3422619047619047
410000000,30000000000,22000,0,1,0,0,0,0.25,0,0,0,0.75,2.8134293094758065
410000000,30000000000,22000,0,0,1,0,0,0.0625,0.1875,0,0,0.75,3.5359933035714284
410000000,30000000000,16000,0,1,0,0,0,0.5,0.1875,0.0625,0.25,0,2.2987422236689814
410000000,30000000000,22000,0,0,0,0,1,0.5,0,0,0.125,0.375,2.2635216346153846
410000000,30000000000,12000,0,0,0,1,0,0.5,0.1875,0.09375,0.125,0.09375,1.5724661690848214
410000000,30000000000,16000,0,1,0,0,0,0.125,0.1875,0.0625,0.25,0.375,3.3458984375
410000000,30000000000,14000,0,0,0,0,1,0.5,0.1875,0.0625,0.0625,0.1875,3.211853656572165
410000000,30000000000,24000,1,0,0,0,0,0,0.1875,0,0.0625,0.75,3.1802775065104165
410000000,30000000000,9000,0,0,0,1,0,0.0625,0.09375,0.03125,0.0625,0.75,1.6524832589285714
410000000,30000000000,9000,0,0,1,0,0,0.125,0,0,0.125,0.75,3.385837461890244
410000000,30000000000,30000,0,1,0,0,0,0,0.1875,0,0.0625,0.75,2.895824535472973
410000000,30000000000,20000,0,0,0,1,0,0.5,0.1875,0.0625,0.0625,0.1875,1.5367431640625
410000000,30000000000,12000,0,1,0,0,0,0.5,0,0.0625,0.25,0.1875,2.7516759923986487
410000000,30000000000,14000,0,0,0,0,1,0.5,0.1875,0.0625,0.25,0,3.8059951819717446
410000000,30000000000,16000,0,1,0,0,0,0.5,0.09375,0.03125,0,0.375,2.821966355846774
410000000,30000000000,9000,0,0,1,0,0,0.125,0.09375,0.03125,0,0.75,3.416426809210526
410000000,30000000000,16000,0,0,1,0,0,0.125,0,0.0625,0.0625,0.75,2.5740792410714284
410000000,30000000000,20000,0,1,0,0,0,0.5,0.09375,0.0625,0.25,0.09375,2.5998667124155403
410000000,30000000000,30000,0,1,0,0,0,0.25,0.09375,0.03125,0.25,0.375,2.2169551142939814
410000000,30000000000,10000,1,0,0,0,0,0.125,0,0.0625,0.0625,0.75,3.5302734375
410000000,30000000000,30000,1,0,0,0,0,0.125,0,0,0.125,0.75,3.36328125
410000000,30000000000,22000,0,0,1,0,0,0.125,0,0,0.125,0.75,3.3050472861842106
410000000,30000000000,10000,0,1,0,0,0,0.25,0.09375,0.03125,0.25,0.375,3.8294771634615383
410000000,30000000000,9000,0,1,0,0,0,0.25,0,0,0,0.75,3.41171875
410000000,30000000000,12000,0,0,0,1,0,0.5,0.09375,0.0625,0.25,0.09375,1.3927530759741902
410000000,30000000000,22000,0,0,1,0,0,0.25,0.09375,0.03125,0.25,0.375,2.8873697916666665
410000000,30000000000,16000,1,0,0,0,0,0,0.09375,0.03125,0.125,0.75,3.2441465796493905
410000000,30000000000,9000,0,0,1,0,0,0.0625,0.1875,0,0,0.75,3.7953404017857144
410000000,30000000000,14000,0,1,0,0,0,0.0625,0,0.0625,0.125,0.75,3.233240927419355
410000000,30000000000,10000,1,0,0,0,0,0.25,0.1875,0.0625,0.125,0.375,3.5119222005208335
410000000,30000000000,20000,0,0,1,0,0,0.125,0,0,0.125,0.75,3.3267299107142856
410000000,30000000000,24000,0,1,0,0,0,0,0.1875,0.0625,0,0.75,2.614102450284091
410000000,30000000000,18000,0,0,1,0,0,0.5,0.1875,0.09375,0.125,0.09375,2.4740283203125
410000000,30000000000,10000,0,0,0,0,1,0,0.09375,0.03125,0.125,0.75,3.4348666404330466
410000000,30000000000,30000,0,0,1,0,0,0,0.09375,0.09375,0.0625,0.75,2.6787109375
410000000,30000000000,14000,0,0,0,0,1,0.125,0.09375,0.03125,0,0.75,3.2375623337765957
410000000,30000000000,10000,0,0,1,0,0,0.0625,0.09375,0.03125,0.0625,0.75,3.080387766768293
410000000,30000000000,14000,0,0,1,0,0,0.5,0,0.0625,0.25,0.1875,3.0849609375
410000000,30000000000,18000,0,0,0,0,1,0,0.09375,0.09375,0.0625,0.75,2.909265262564433
410000000,30000000000,24000,0,0,0,0,1,0.0625,0,0.0625,0.125,0.75,2.818429848582474
410000000,30000000000,27000,1,0,0,0,0,0.5,0.09375,0.03125,0,0.375,3.2655843098958335
410000000,30000000000,10000,1,0,0,0,0,0.5,0,0.0625,0.0625,0.375,3.8157145182291665
410000000,30000000000,14000,0,0,1,0,0,0.0625,0.1875,0,0,0.75,3.217678163109756
410000000,30000000000,27000,0,0,1,0,0,0,0.1875,0.0625,0,0.75,3.0489309210526314
410000000,30000000000,18000,0,0,1,0,0,0.125,0,0.0625,0.0625,0.75,2.7999441964285716
410000000,30000000000,9000,0,0,1,0,0,0.5,0.09375,0.0625,0.25,0.09375,2.7713448660714284
410000000,30000000000,12000,0,1,0,0,0,0,0.09375,0.03125,0.125,0.75,3.7286658653846154
410000000,30000000000,12000,0,1,0,0,0,0.5,0.1875,0,0.125,0.1875,3.771709735576923
410000000,30000000000,27000,0,1,0,0,0,0.5,0,0.0625,0.0625,0.375,2.502540382179054
410000000,30000000000,16000,1,0,0,0,0,0.5,0.1875,0.0625,0.25,0,3.4142049153645835
410000000,30000000000,9000,0,0,1,0,0,0.5,0.1875,0.0625,0.25,0,3.6826171875
410000000,30000000000,16000,0,0,0,1,0,0.25,0,0,0,0.75,2.3981759207589284
410000000,30000000000,22000,0,0,0,1,0,0.5,0.1875,0,0.125,0.1875,1.4680524553571428
410000000,30000000000,30000,1,0,0,0,0,0,0.09375,0.03125,0.125,0.75,3.08026123046875
410000000,30000000000,14000,0,0,1,0,0,0.5,0.1875,0.09375,0.125,0.09375,3.3904194078947367
410000000,30000000000,9000,0,1,0,0,0,0.5,0.09375,0.0625,0.25,0.09375,3.079526839717742
410000000,30000000000,22000,0,1,0,0,0,0.125,0.1875,0.0625,0.25,0.375,2.106976133404356
410000000,30000000000,16000,0,0,1,0,0,0,0.1875,0.0625,0,0.75,3.191354851973684
